,artist,firstName,itemInSession,lastName,length,level,location,sessionId,song,userId
223,Michael Jackson,Kate,32,Harrell,278.282,paid,"Lansing-East Lansing, MI",605,Scream,97
224,Dominique A,Avery,99,Watkins,153.20771,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,Le Courage Des Oiseaux,30
225,Linkin Park,Kate,33,Harrell,259.86567,paid,"Lansing-East Lansing, MI",605,My December,97
226,Five Iron Frenzy,Avery,100,Watkins,236.09424,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,Canada,30
227,Dear Nora,Avery,101,Watkins,59.66322,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,Give Me Some Of Yr Love,30
228,The Police,Kate,34,Harrell,290.24608,paid,"Lansing-East Lansing, MI",605,Message In A Bottle,97
229,Cocoon,Avery,102,Watkins,159.97342,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,Microwave,30
230,Coldplay,Celeste,0,Williams,349.93587,free,"Klamath Falls, OR",485,A Rush Of Blood To The Head,53
231,Peter And Gordon,Maia,0,Burke,161.14893,free,"Houston-The Woodlands-Sugar Land, TX",526,A World Without Love,51
232,Gotye,Avery,103,Watkins,360.33261,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,Coming Back,30
233,Maps,Kate,35,Harrell,255.9473,paid,"Lansing-East Lansing, MI",605,To The Sky,97
234,Joshua Radin,Maia,1,Burke,169.32526,free,"Houston-The Woodlands-Sugar Land, TX",526,I'd Rather Be With You,51
235,D'Angelo,Chloe,3,Cuevas,344.94649,paid,"San Francisco-Oakland-Hayward, CA",621,When We Get By,49
236,Blockhead,Celeste,1,Williams,289.56689,free,"Klamath Falls, OR",485,The Music Scene,53
237,Nine Inch Nails,Ayla,0,Johnson,300.64281,free,"Santa Rosa, CA",588,Terrible Lie,63
238,La Roux,Maia,2,Burke,208.03873,free,"Houston-The Woodlands-Sugar Land, TX",526,Colourless Colour,51
239,Lil Wayne / Shanell,Kate,36,Harrell,216.81587,paid,"Lansing-East Lansing, MI",605,American Star,97
240,RÃÂ¶yksopp,Avery,104,Watkins,300.14649,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,What Else Is There?,30
241,Jack's Mannequin,Chloe,4,Cuevas,172.90404,paid,"San Francisco-Oakland-Hayward, CA",621,Spinning (Album Version),49
242,FM Static,Kate,37,Harrell,170.81424,paid,"Lansing-East Lansing, MI",605,Definitely Maybe,97
243,Joy Division,Avery,105,Watkins,209.03138,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,Disorder [2007 Re-mastered Album Version],30
244,N.E.R.D.,Chloe,5,Cuevas,259.23873,paid,"San Francisco-Oakland-Hayward, CA",621,Rock Star,49
245,Mickie Krause,Kate,38,Harrell,204.17261,paid,"Lansing-East Lansing, MI",605,Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West),97
246,Steadman,Avery,106,Watkins,234.1873,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,Wave Goodbye (Real/Rhapsody Version),30
247,The Like,Kate,39,Harrell,245.68118,paid,"Lansing-East Lansing, MI",605,We Are Lost,97
248,Future Rock,Chloe,6,Cuevas,239.90812,paid,"San Francisco-Oakland-Hayward, CA",621,Gears,49
249,The All-American Rejects,Harper,1,Barrett,213.08036,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Gives You Hell,42
250,Bruce Springsteen,Avery,107,Watkins,270.54975,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,Born To Run,30
251,OneRepublic,Kate,40,Harrell,230.63465,paid,"Lansing-East Lansing, MI",605,Say (All I Need),97
252,Owl City,Chloe,7,Cuevas,133.74649,paid,"San Francisco-Oakland-Hayward, CA",621,Meteor Shower,49
253,Justin Nozuka,Harper,2,Barrett,215.64036,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,I'm In Peace,42
254,Marina And The Diamonds,Chloe,8,Cuevas,262.97424,paid,"San Francisco-Oakland-Hayward, CA",621,I Am Not a Robot,49
255,The Serendipity Singers,Avery,108,Watkins,163.21261,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,Don't Let The Rain Come Down (Crooked Little Man),30
256,Haujobb,Kate,41,Harrell,225.12281,paid,"Lansing-East Lansing, MI",605,Maternal Instinct,97
257,Cyndi Lauper,Harper,3,Barrett,156.96934,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,My Baby Just Cares For Me,42
258,Usher featuring will.i.am,Avery,109,Watkins,395.72853,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,OMG,30
259,Depeche Mode,Chloe,9,Cuevas,397.42649,paid,"San Francisco-Oakland-Hayward, CA",621,Everything Counts (Live) (Single Version),49
260,Red Hot Chili Peppers,Harper,4,Barrett,240.32608,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Especially In Michigan (Album Version),42
261,3 Doors Down,Kate,42,Harrell,233.74322,paid,"Lansing-East Lansing, MI",605,Kryptonite,97
262,The Newbeats,Harper,5,Barrett,109.24363,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Bread And Butter,42
263,Kings Of Leon,Kate,43,Harrell,260.38812,paid,"Lansing-East Lansing, MI",605,Dusty,97
264,Los Lobos,Avery,110,Watkins,174.18404,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,La Bamba,30
265,Drake / Kanye West / Lil Wayne / Eminem,Harper,7,Barrett,357.66812,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Forever,42
266,Ginuwine,Chloe,10,Cuevas,244.27057,paid,"San Francisco-Oakland-Hayward, CA",621,I'm In Love,49
267,Descendents,Avery,111,Watkins,89.23383,paid,"San Jose-Sunnyvale-Santa Clara, CA",324,I'm Not A Loser,30
268,Jennifer Love Hewitt,Kate,44,Harrell,222.17098,paid,"Lansing-East Lansing, MI",605,BareNaked,97
269,The Cinematic Orchestra,Chloe,11,Cuevas,613.74649,paid,"San Francisco-Oakland-Hayward, CA",621,Burn Out,49
270,La Fuga,Harper,8,Barrett,217.70404,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Baja por diversion (directo 05),42
271,Killswitch Engage,Kate,45,Harrell,259.89179,paid,"Lansing-East Lansing, MI",605,Hope Is... (Album Version),97
272,Kid Cudi Vs Crookers,Harper,9,Barrett,162.97751,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Day 'N' Nite,42
273,Beirut,Kate,46,Harrell,213.68118,paid,"Lansing-East Lansing, MI",605,La Llorona,97
274,Fall Out Boy,Harper,10,Barrett,181.36771,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Dance_ Dance,42
275,Christina Aguilera / Lil' Kim / Mya / Pink,Kate,47,Harrell,264.93342,paid,"Lansing-East Lansing, MI",605,Lady Marmalade,97
276,Harold Budd,Harper,11,Barrett,392.85506,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Algebra Of Darkness (Album Version),42
277,Eric Burdon & War,Kate,48,Harrell,281.93914,paid,"Lansing-East Lansing, MI",605,Jimbo (Album Version),97
278,Cass McCombs,Harper,12,Barrett,234.13506,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Deseret,42
279,The Black Keys,Kate,49,Harrell,139.51955,paid,"Lansing-East Lansing, MI",605,I'll Be Your Man,97
280,Leona Naess,Harper,13,Barrett,223.03302,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Christmas,42
281,Alliance Ethnik,Kate,50,Harrell,252.21179,paid,"Lansing-East Lansing, MI",605,ReprÃÂ©sente,97
282,Nando Reis,Harper,14,Barrett,254.6673,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,"A Letra ""A",42
283,Kris Allen,Kate,55,Harrell,212.50567,paid,"Lansing-East Lansing, MI",605,Live Like We're Dying,97
284,Muse,Kate,56,Harrell,224.44363,paid,"Lansing-East Lansing, MI",605,Muscle Museum (Soulwax Remix),97
285,Goldfrapp,Harper,15,Barrett,228.0224,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Lovely Head,42
286,Slash,Kate,57,Harrell,189.23057,paid,"Lansing-East Lansing, MI",605,Doctor Alibi (featuring Lemmy Kilmister),97
287,D.R.I.,Harper,16,Barrett,66.61179,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Stupid_ Stupid War (Dealing With It),42
288,Beastie Boys,Harper,17,Barrett,211.722,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Unite (2009 Digital Remaster),42
289,Cat Power,Kate,58,Harrell,218.3571,paid,"Lansing-East Lansing, MI",605,Hate,97
290,Kings Of Leon,Harper,18,Barrett,201.79546,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Revelry,42
291,Hot Water Music,Kate,59,Harrell,201.40363,paid,"Lansing-East Lansing, MI",605,Translocation,97
292,Miranda Lambert,Harper,19,Barrett,251.61098,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Me And Charlie Talking,42
293,Brandy duet with Monica,Kate,60,Harrell,294.79138,paid,"Lansing-East Lansing, MI",605,The Boy Is Mine (Duet With Monica) (LP Version),97
294,The Heavy,Harper,20,Barrett,197.35465,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,How You Like Me Now?,42
295,Streetlight Manifesto,Kate,61,Harrell,327.91465,paid,"Lansing-East Lansing, MI",605,Point/Counterpoint (Album Version),97
296,Blitzen Trapper,Harper,21,Barrett,171.15383,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Murder Babe (Album),42
297,Megan McCauley,Harper,22,Barrett,228.57098,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Die For You,42
298,Jack Johnson,Kate,62,Harrell,207.64689,paid,"Lansing-East Lansing, MI",605,Better Together,97
299,Passion Pit,Harper,23,Barrett,243.69587,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Eyes As Candles,42
300,Strunz & Farah,Aleena,0,Kirby,315.32363,paid,"Waterloo-Cedar Falls, IA",619,Zagros,44
301,Minus The Bear,Kate,63,Harrell,230.45179,paid,"Lansing-East Lansing, MI",605,Part 2,97
302,Van Halen,Harper,24,Barrett,102.5824,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Eruption (Album Version),42
303,Pavement,Kate,64,Harrell,149.83791,paid,"Lansing-East Lansing, MI",605,Heaven Is A Truck,97
304,Alliance Ethnik,Harper,25,Barrett,195.94404,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,SinceritÃÂ© Et Jalousie,42
305,Pieces Of A Dream,Aleena,1,Kirby,311.562,paid,"Waterloo-Cedar Falls, IA",619,Keep It Smooth,44
306,Creedence Clearwater Revival,Kate,65,Harrell,315.42812,paid,"Lansing-East Lansing, MI",605,Born On The Bayou,97
307,Anouk,Harper,26,Barrett,268.5122,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,It's So Hard,42
308,Jaco Pastorius Big Band,Aleena,2,Kirby,69.3024,paid,"Waterloo-Cedar Falls, IA",619,Amerika (Album Version),44
309,Avril Lavigne,Aleena,3,Kirby,222.9024,paid,"Waterloo-Cedar Falls, IA",619,I'm With You,44
310,Gonzalo Rubalcaba,Kate,66,Harrell,525.47873,paid,"Lansing-East Lansing, MI",605,Circuito III,97
311,BjÃÂ¶rk,Harper,27,Barrett,348.57751,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Undo,42
312,Ska-P,Aleena,4,Kirby,298.13506,paid,"Waterloo-Cedar Falls, IA",619,Casposos,44
313,The Strokes,Harper,28,Barrett,155.34975,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Is This It,42
314,Jesse Belvin,Aleena,5,Kirby,184.63302,paid,"Waterloo-Cedar Falls, IA",619,Goodnight My Love,44
315,Alliance Ethnik,Harper,29,Barrett,265.76934,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Creil City,42
316,The Gerbils,Kate,67,Harrell,27.01016,paid,"Lansing-East Lansing, MI",605,(iii),97
317,KJ-52,Kate,68,Harrell,275.77424,paid,"Lansing-East Lansing, MI",605,Life After Death,97
318,Mariah Carey,Aleena,7,Kirby,242.96444,paid,"Waterloo-Cedar Falls, IA",619,All I Want For Christmas Is You,44
319,Glen Hansard & Marketa Irglova,Harper,30,Barrett,282.67057,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,The Moon (Album version),42
320,Dion & The Belmonts,Kate,69,Harrell,152.31955,paid,"Lansing-East Lansing, MI",605,A Teenager In Love,97
321,Jack Johnson,Kynnedi,0,Sanchez,236.93016,free,"Cedar Rapids, IA",600,Bubble Toes,89
322,Beastie Boys,Aleena,8,Kirby,172.22485,paid,"Waterloo-Cedar Falls, IA",619,The Maestro,44
323,Lesley Gore,Kate,70,Harrell,134.37342,paid,"Lansing-East Lansing, MI",605,It's My Party,97
324,Dr. Dre / Snoop Dogg,Harper,31,Barrett,161.51465,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,The Next Episode,42
325,Pearl Jam,Aleena,9,Kirby,67.44771,paid,"Waterloo-Cedar Falls, IA",619,Encore Break,44
326,Cake,Kynnedi,1,Sanchez,179.09506,free,"Cedar Rapids, IA",600,Commissioning A Symphony In C,89
327,Phoenix,Kate,71,Harrell,278.07302,paid,"Lansing-East Lansing, MI",605,Rome,97
328,Alesana,Aleena,10,Kirby,285.51791,paid,"Waterloo-Cedar Falls, IA",619,Seduction (album),44
329,The Kooks,Harper,32,Barrett,168.72444,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,She Moves In Her Own Way,42
330,Dakis,Harper,33,Barrett,162.48118,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,La Petite Marie (2005 Digital Remaster),42
331,Limp Bizkit,Kate,72,Harrell,214.5171,paid,"Lansing-East Lansing, MI",605,Rollin' (Air Raid Vehicle),97
332,JET,Aleena,11,Kirby,261.3024,paid,"Waterloo-Cedar Falls, IA",619,Move On (Album Version),44
333,Mickie Krause,Harper,34,Barrett,204.17261,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West),42
334,Hot Chip,Kate,73,Harrell,314.69669,paid,"Lansing-East Lansing, MI",605,My Piano (DJ-Kicks),97
335,Yung Berg,Aleena,12,Kirby,230.63465,paid,"Waterloo-Cedar Falls, IA",619,Do That There (featuring Dude 'N Nem),44
336,Kings Of Leon,Harper,35,Barrett,237.53098,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Closer,42
337,Johan,Aleena,13,Kirby,190.27546,paid,"Waterloo-Cedar Falls, IA",619,Life On Mars,44
338,Crystal Castles,Kate,74,Harrell,138.91873,paid,"Lansing-East Lansing, MI",605,Love And Caring,97
339,Thirteen Senses,Harper,36,Barrett,286.45832,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Lead Us,42
340,Eisbrecher,Kate,76,Harrell,241.89342,paid,"Lansing-East Lansing, MI",605,Adrenalin,97
341,Buckcherry,Aleena,14,Kirby,201.79546,paid,"Waterloo-Cedar Falls, IA",619,Crazy Bitch (Album Version),44
342,Band Of Horses,Harper,37,Barrett,187.0624,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,The General Specific (Album),42
343,Darkseed,Kate,77,Harrell,250.33098,paid,"Lansing-East Lansing, MI",605,Speak Silence,97
344,Caetano Veloso,Aleena,15,Kirby,223.97342,paid,"Waterloo-Cedar Falls, IA",619,O Samba E O Tango,44
345,Maria Arredondo,Harper,38,Barrett,243.74812,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Burning,42
346,Boyzone,Aleena,16,Kirby,219.81995,paid,"Waterloo-Cedar Falls, IA",619,All That I Need,44
347,Coldplay,Kate,78,Harrell,273.47546,paid,"Lansing-East Lansing, MI",605,Trouble,97
348,matchbox twenty,Harper,39,Barrett,229.14567,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Unwell (Album Version),42
349,Sussie 4,Aleena,17,Kirby,331.33669,paid,"Waterloo-Cedar Falls, IA",619,On Time,44
350,Klaxons,Kate,79,Harrell,166.79138,paid,"Lansing-East Lansing, MI",605,Golden Skans,97
351,Prince,Harper,40,Barrett,340.71465,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Hot Thing ( LP Version ),42
352,Dwight Yoakam,Kate,80,Harrell,239.3073,paid,"Lansing-East Lansing, MI",605,You're The One,97
353,Damian Marley / Capleton / Drag-On / Stephen Marley,Aleena,18,Kirby,361.03791,paid,"Waterloo-Cedar Falls, IA",619,It Was Written,44
354,Markus KrunegÃÂ¥rd,Kate,81,Harrell,185.5473,paid,"Lansing-East Lansing, MI",605,Genom tunna tyger,97
355,Kamera,Harper,41,Barrett,221.33506,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,I Was Made,42
356,Rainer Weichhold vs. Dandi & Ugo,Kate,82,Harrell,397.66159,paid,"Lansing-East Lansing, MI",605,Infinite Template,97
357,Sondre Lerche,Aleena,19,Kirby,136.98567,paid,"Waterloo-Cedar Falls, IA",619,Face The Blood,44
358,John Mayer,Harper,42,Barrett,241.99791,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Slow Dancing In A Burning Room,42
359,Mystikal,Aleena,20,Kirby,234.89261,paid,"Waterloo-Cedar Falls, IA",619,Alright,44
360,Luis Fonsi,Harper,43,Barrett,278.17751,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Aunque Estes Con El,42
361,Angelic Upstarts,Aleena,21,Kirby,144.74404,paid,"Waterloo-Cedar Falls, IA",619,Two Million Voices,44
362,Tonic,Kate,83,Harrell,228.38812,paid,"Lansing-East Lansing, MI",605,Count On Me (Somebody),97
363,Enya,Aleena,22,Kirby,259.86567,paid,"Waterloo-Cedar Falls, IA",619,Exile,44
364,Lily Allen,Harper,44,Barrett,277.83791,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Everyone's At It,42
365,Lissi Dancefloor Disaster,Kate,84,Harrell,246.12526,paid,"Lansing-East Lansing, MI",605,I'M Gonna Keep On Driving My Car,97
366,M.I.A.,Aleena,23,Kirby,206.13179,paid,"Waterloo-Cedar Falls, IA",619,Paper Planes,44
367,India.Arie,Kate,85,Harrell,245.26322,paid,"Lansing-East Lansing, MI",605,Interested,97
368,AFI,Harper,46,Barrett,250.33098,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,This Celluloid Dream,42
369,3 Doors Down,Aleena,24,Kirby,243.93098,paid,"Waterloo-Cedar Falls, IA",619,She Don't Want The World,44
370,Linkin Park,Kate,86,Harrell,200.22812,paid,"Lansing-East Lansing, MI",605,Points Of Authority (Album Version),97
371,Leatherface and Hot Water Music,Harper,47,Barrett,228.15302,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Gang Party (Leatherface),42
372,Agnes,Aleena,25,Kirby,186.51383,paid,"Waterloo-Cedar Falls, IA",619,Release Me,44
373,Weezer,Kate,87,Harrell,199.94077,paid,"Lansing-East Lansing, MI",605,Island In The Sun,97
374,Scandinavian Music Group,Harper,48,Barrett,544.88771,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Kun Puut Tekee SeittiÃÂ¤,42
375,Caparezza,Aleena,26,Kirby,310.30812,paid,"Waterloo-Cedar Falls, IA",619,Fuori Dal Tunnel (Album Version),44
376,Billy Idol,Kate,89,Harrell,228.33587,paid,"Lansing-East Lansing, MI",605,Flesh For Fantasy,97
377,Charttraxx Karaoke,Aleena,27,Kirby,225.17506,paid,"Waterloo-Cedar Falls, IA",619,Fireflies,44
378,Michael BublÃÂ©,Kate,90,Harrell,229.04118,paid,"Lansing-East Lansing, MI",605,Can't Help Falling In Love (Album Version) (Studio),97
379,Amos Lee,Harper,49,Barrett,178.99057,paid,"New York-Newark-Jersey City, NY-NJ-PA",404,Baby I Want You,42
380,The Notorious B.I.G.,Aleena,28,Kirby,252.49914,paid,"Waterloo-Cedar Falls, IA",619,Big Poppa,44
381,The Spinanes,Aleena,29,Kirby,231.23546,paid,"Waterloo-Cedar Falls, IA",619,Azure (Album),44
382,Coldplay,Aleena,30,Kirby,289.04444,paid,"Waterloo-Cedar Falls, IA",619,Brothers & Sisters,44
383,Evanescence,Aleena,31,Kirby,330.91873,paid,"Waterloo-Cedar Falls, IA",619,Good Enough,44
384,L-Kan,Aleena,32,Kirby,246.49098,paid,"Waterloo-Cedar Falls, IA",619,Cuentos chinos,44
385,Peter Mulvey,Aleena,33,Kirby,216.24118,paid,"Waterloo-Cedar Falls, IA",619,Hidden Love,44
386,Beverley Craven,Aleena,34,Kirby,219.34975,paid,"Waterloo-Cedar Falls, IA",619,Promise Me,44
387,The Lonely Island / Julian Casablancas,Aleena,35,Kirby,192.9922,paid,"Waterloo-Cedar Falls, IA",619,Boombox,44
388,Three Days Grace,Aleena,36,Kirby,186.90567,paid,"Waterloo-Cedar Falls, IA",619,Just Like You,44
389,The Ethiopians,Aleena,37,Kirby,142.15791,paid,"Waterloo-Cedar Falls, IA",619,Woman Capture Man,44
390,Fozzy,Aleena,38,Kirby,218.14812,paid,"Waterloo-Cedar Falls, IA",619,Watch Me Shine (Album),44
391,Silversun Pickups,Aleena,39,Kirby,265.7171,paid,"Waterloo-Cedar Falls, IA",619,Booksmart Devil,44
392,Lionel Richie,Aleena,40,Kirby,265.89995,paid,"Waterloo-Cedar Falls, IA",619,Lady,44
393,Margaret Cho,Chloe,2,Cuevas,144.90077,paid,"San Francisco-Oakland-Hayward, CA",630,Gay Porn,49
394,A Day To Remember,Aleena,41,Kirby,173.13914,paid,"Waterloo-Cedar Falls, IA",619,Heart Less,44
395,Armored Saint,Chloe,3,Cuevas,325.40689,paid,"San Francisco-Oakland-Hayward, CA",630,Human Vulture,49
396,The Dropkick Murphys,Aleena,42,Kirby,232.17587,paid,"Waterloo-Cedar Falls, IA",619,The State Of Massachusetts,44
397,Fall Out Boy,Aleena,43,Kirby,156.57751,paid,"Waterloo-Cedar Falls, IA",619,Beat It,44
398,Beck,Chloe,4,Cuevas,124.15955,paid,"San Francisco-Oakland-Hayward, CA",630,Girl Dreams,49
399,Beastie Boys,Chloe,5,Cuevas,209.81506,paid,"San Francisco-Oakland-Hayward, CA",630,Intergalactic,49
400,Fall Out Boy,Aleena,44,Kirby,203.96363,paid,"Waterloo-Cedar Falls, IA",619,Thnks fr th Mmrs,44
401,keller williams,Chloe,6,Cuevas,230.39955,paid,"San Francisco-Oakland-Hayward, CA",630,221,49
402,Al Gromer Khan,Aleena,45,Kirby,324.362,paid,"Waterloo-Cedar Falls, IA",619,A Hundred Moons,44
403,Benny Benassi Presents The Biz,Chloe,7,Cuevas,205.26975,paid,"San Francisco-Oakland-Hayward, CA",630,Love Is Gonna Save Us ,49
404,Symphony X,Aleena,46,Kirby,318.37995,paid,"Waterloo-Cedar Falls, IA",619,Evolution (the Grand Design),44
405,Kajagoogoo,Chloe,8,Cuevas,365.92281,paid,"San Francisco-Oakland-Hayward, CA",630,Big Apple (Metro Mix),49
406,Jamiroquai,Aleena,47,Kirby,229.40689,paid,"Waterloo-Cedar Falls, IA",619,Virtual Insanity,44
407,Justin Bieber,Chloe,9,Cuevas,220.89098,paid,"San Francisco-Oakland-Hayward, CA",630,Somebody To Love,49
408,Bruce Willis,Aleena,48,Kirby,228.80608,paid,"Waterloo-Cedar Falls, IA",619,Save The Last Dance For Me,44
409,The Killers,Chloe,10,Cuevas,246.80444,paid,"San Francisco-Oakland-Hayward, CA",630,Read My Mind,49
410,Sharleen Spiteri,Aleena,49,Kirby,201.32526,paid,"Waterloo-Cedar Falls, IA",619,Cat People (Putting Out Fire),44
411,Alliance Ethnik,Chloe,11,Cuevas,252.21179,paid,"San Francisco-Oakland-Hayward, CA",630,ReprÃÂ©sente,49
412,The Cardigans,Aleena,50,Kirby,198.21669,paid,"Waterloo-Cedar Falls, IA",619,Lovefool,44
413,Black Kids,Aleena,51,Kirby,220.05506,paid,"Waterloo-Cedar Falls, IA",619,I'm Not Gonna Teach Your Boyfriend How To Dance With You,44
414,Parachute,Chloe,12,Cuevas,146.05016,paid,"San Francisco-Oakland-Hayward, CA",630,She Is Love,49
415,Mudcrutch,Chloe,13,Cuevas,249.33832,paid,"San Francisco-Oakland-Hayward, CA",630,The Wrong Thing To Do (Album Version),49
416,Simon Harris,Aleena,52,Kirby,195.83955,paid,"Waterloo-Cedar Falls, IA",619,Sample Track 2,44
417,Sufjan Stevens,Chloe,14,Cuevas,248.89424,paid,"San Francisco-Oakland-Hayward, CA",630,Movement III - Linear Tableau with Intersecting Surprise,49
418,Charlie Patton,Aleena,53,Kirby,187.48036,paid,"Waterloo-Cedar Falls, IA",619,Green River Blues,44
